"Path","Category","AnalysisStatus","Evidence","Notes","Disposition","DispositionEvidence"
"openspec/changes/archive/2025-09-29-update-agent-file-name/specs/openspec-conventions/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C54353D2C256B902CF6AF6FB97F6F5869EFD6D28E6536C9521975562A4E6FDEE; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-09-29-update-agent-file-name/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 57BF5CC8E2E2943698CB25197BA310A6730A8CF980DA490AD402AEE2675C1004; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-09-29-update-agent-instructions/design.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 BF3AE26CB381BB547B8B31304501E873828D1822D3196DA2C8612DD97D2E9BB6; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-09-29-update-agent-instructions/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 79A774CDC9E1331C3A25820857D71D848557D4D1CD7103EA9492193DF93666C7; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-09-29-update-agent-instructions/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 D9B6638DDE1BC19300A25281944FBD5F0887EE1BDF8E3851CD311CD1D4E7D863; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-09-29-update-markdown-parser-crlf/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 4C373E7D8A011E07D59344E0A03E129E70AF4356C597C83710467BE9E4E83C20; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-09-29-update-markdown-parser-crlf/specs/cli-validate/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 ACCD9364C947BFD39BB65A75CED28CAA322E004007D9D5B54CBE2518229251FB; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-09-29-update-markdown-parser-crlf/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 4AA10C49773D7A1A0AD0548D377E928A40CA95621AB0D2E0D1685F476CECCD35; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-codex-slash-command-support/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 7C10D0252A768904F4384732F34770521DB6D631BF6D903DB73848EA059EA3F4; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-codex-slash-command-support/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 1ABF302D4D7E74ED5D655B8CE51B01C456D57C50D5E384669CF6F52CA86DA4BD; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-codex-slash-command-support/specs/cli-update/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 6DA156909ACA3C41A12B07C1A6B53C66493FD6BE6CE1FE4856C64CE0E7C95202; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-codex-slash-command-support/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 26993870C1BD53905C899264AA6983A1DD759DD46FE0F148B8B419B40CA84D59; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-github-copilot-prompts/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 1DD35ED141D5DC6BA7C723B462D2C37445C39EFC10F2C7ACB4CD89CF904C9683; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-github-copilot-prompts/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 222E8564C4954027D02C029149CA3F1E46E71FBFFFC40051BF8B729CAFDD5028; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-github-copilot-prompts/specs/cli-update/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 0961F09F914FEDD256DFB9CEB907A04F6EFDE2651DD056071AC3CABBD9A6BDA7; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-github-copilot-prompts/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 4518187E8A08997A2F93932A82734B33F31F0B075FD6EFCF66385D685C7D837F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-kilocode-workflows/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 BFA0199C871D0E9BB9E00EA92E02CDB56B4D5B8380A8474DE3F62415BBA18DFC; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-kilocode-workflows/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 F68B47D8B6CC91D6AC09203EBE3B942BD3112E9505E12DC5B2D3C9B66E39E5C0; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-kilocode-workflows/specs/cli-update/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 D31E38F034248FB073E8747A46C87FB8DD3BA31CDAC18BA343515BB94130B3BD; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-kilocode-workflows/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 5E558E8775E700D4BD68495F131774020BC448D24025555CB11CD2FEEDD3B686; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-non-interactive-init-options/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 E21E6C0A67FFD1CFAAEC489CB60288AF9236C9F2E1E6124B0D981AF134D9C247; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-non-interactive-init-options/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 CDB8394E6B1F99C4874EEF1CB7D240B5F5BB4A476614679364B0DBD5A65C568F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-non-interactive-init-options/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 A03F6C7D236A8A4AFF633FDEE299680A5D6BBF62502136B31E180578C8533A5C; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-windsurf-workflows/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 7839576B288961D339F4E162ADA1817CB6D5C669ECD5ECF8CCA5EE8810A6479E; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-windsurf-workflows/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 1D46DF5CF0F01D4603DA85D464E1078D448B0DD20DD2B543B5F55C2F7AC1F059; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-windsurf-workflows/specs/cli-update/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 54BCA924DB5400B275D2C59C76C95837E95EC90CA637AF8253396D3795955A7E; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-add-windsurf-workflows/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 86770C2040E0F9868D142329E7E3D429EA39BAC1FF9F8EB8730845428770B69F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-enhance-validation-error-messages/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 3C51900EACAF6A01465464C836D67C5E726CD704BD2DFBE04ED022E5F7696719; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-enhance-validation-error-messages/specs/cli-validate/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 EA61F63BC091986D624901616ED9F5651B0C8A90C6B4644EE5E697250CDE2324; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-enhance-validation-error-messages/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 A1E6ED2D115FF87C2C5699F439193FC88CDEE8746DE9F29C6B6C41D4A6E24204; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-improve-agent-instruction-usability/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 57E18FCD5364642F12A547D2F7A1283296897FB3370F4F2F4B08452AED681F3C; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-improve-agent-instruction-usability/specs/docs-agent-instructions/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 FB2E5AF7108E60B2B09D6C500D9E4A1253FC716A6CCF182CACB4B6CEF81DDCEB; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-improve-agent-instruction-usability/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 E616CD5A48C221BF9F6FC1DA6A3010CA6CEA339D7F84C532BF4E36C920A3B266; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-slim-root-agents-file/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C25480FCF3193C8B8E950E71CF825A8FD19843EB906AC9BB3B5EF55540C837D5; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-slim-root-agents-file/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C34BB0472BFE57BF909D96431023117DA48CFA8EA00D6038981F7F09C57AF3AE; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-update-cli-init-enter-selection/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 A0120A42CAD405DEA9589FCD3985903EFC91B144892C037A1EDE1FDFD6452680; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-update-cli-init-enter-selection/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 4A4C59DCFDE871A35BED528E174B03A39A39337580B1D6014FDF2933105E731F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-update-cli-init-enter-selection/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 F08B7BD3236596D3EDF8A20E07B1976A2183CB25F376D6691AA1EA056313502D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-update-cli-init-root-agents/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 E540ACF3D3E0439808C62AF85D61304F4E052A0EC8A3B80B0643C9899C3F13D8; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-update-cli-init-root-agents/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 08A8450EA1F0A6E9DEEF00A6B7A9297CC518ABF8A86D975CC6329CD3410C7AD3; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-update-cli-init-root-agents/specs/cli-update/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 B2E0602875B1CB012708A198D611DA4F1623CF97FB24CE8BE58EF4B995B69DFC; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-update-cli-init-root-agents/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 3E39D1D3E2991831B1129799820E4656ED91783E553AE2F00AE73DB686361B8D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-update-release-automation/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 AF15EC1F8C0CBA428F31703C9B5F8F7DDB4173793BDB8B3D0E4E57097D22EC6D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-14-update-release-automation/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 03C00671ADD537D64518402F02649C1036794E4B8C696A9E02701959ECA0D690; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-archive-command-arguments/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 6729D98A122A1720AE6A9835E228A837B69BFDBE6BFA94CFCF487774CD12FE48; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-archive-command-arguments/specs/cli-update/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 193FFFB6A3D1C45B4A5E7CA7F5F74186830063B5DF5F19BB9097AC3C28903320; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-archive-command-arguments/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C2DF325133538F19C3834E3662A8FC50B20525DE28F1CDD20F95C38CFA6428A1; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-cline-support/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 476356EC874AC49285D8F0BB3B39CA278E67A81845F44ABC5EDDFA451E4D6617; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-cline-support/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 E7965E711CB8756B6002204FC946481C755E5168199C56DBDB17C0AA69D03B15; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-cline-support/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 4BE9DA9E207147A88A9BAAA6DD5576BC95AC00CB3FC270D99C77CF35ED7100FD; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-crush-support/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C2B7B4447997C113CEB612DFB563A2AE1D0A6346D3430C6528A4D3AF83AAE639; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-crush-support/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 5245205CD780DB3BD9E05548CAADD711BD585790D37B2244A925A314798AE73F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-crush-support/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 B88E31A8E265CA2634602AB2E7C804B057320A7428D9BC74B30CBB99993CAB0D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-factory-slash-commands/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 82718A61CDC08CFC67E94FA2457CEABE5571F6297F2D80B063B3245571A4993F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-factory-slash-commands/specs/cli-init/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 C675E959BB19BA5927404491E7C49EDD7664F9A263CB96C64FBD92FAFBD1E4A2; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-factory-slash-commands/specs/cli-update/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 47636C699C159AA9BE972D5B823D358D8C9275CA921FECDCC0F49A305A65DFF8; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-10-22-add-factory-slash-commands/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 26C74B49B7AEB8DE2F58842B21FBCEB20D131BCAE358BA7861E3C062D3EDADF3; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-11-06-add-shell-completions/design.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 3E4DB78993793A3200268F1C8113C7A538CA3E929BAC1AE9BFFF4E0A4D57D53F; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-11-06-add-shell-completions/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 3F0D61C73DADDCC4627C0A67E250280A0174D74A11284B2C807C45DA2AAA9BCE; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-11-06-add-shell-completions/specs/cli-completion/spec.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 EB7C2EFA41DE27E2D3DCA18357121720C1EB7DF01A56F91D824D156CE64C3BFF; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-11-06-add-shell-completions/tasks.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 031DD95B6CB4BB1767CC5BB83819FB00BDDDED51B2C611112B6BB17C2114790A; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-12-20-add-global-config-dir/design.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 0F2D121F828C678A76F69BE8060ADD04348F23EBB0540D37E758D3843DDA9E9D; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
"openspec/changes/archive/2025-12-20-add-global-config-dir/proposal.md","documentation","analyzed","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\outputs\02-fission-openspec.md","SHA-256 17240EB7A5C256F8598D5CE77AF0452D3A6F0E41CE64AD9A7297D36255FDDB13; covered by the pinned full-file census and the report's exhaustive semantic traversal.","static_only_not_executable","Static source-analysis disposition; runtime execution is not applicable to this category in milestone zero"
